date,material_type,quantity_requested,quantity_sold,average_price,number_of_buyers,number_of_transactions,location
2025-06-25,E-waste,2236.1,1801.1,125.11,21,23,Ahmedabad
2025-06-26,E-waste,2395.2,1845.8,115.62,24,23,Coimbatore
2025-06-27,E-waste,2193.1,1984.7,123.16,21,20,Pune
2025-06-28,E-waste,1711.0,1583.5,116.34,17,21,Ahmedabad
2025-06-29,E-waste,1381.7,1123.0,124.88,16,20,Coimbatore
2025-06-30,E-waste,2100.1,1814.6,125.97,19,22,Chennai
2025-07-01,E-waste,2253.4,1957.9,124.99,23,26,Ahmedabad
2025-07-02,E-waste,2500.5,2257.4,117.9,24,28,Kolkata
2025-07-03,E-waste,2263.7,1764.0,122.42,22,33,Ahmedabad
2025-07-04,E-waste,2178.5,2005.1,119.1,18,22,Ahmedabad
2025-07-05,E-waste,1825.6,1535.6,120.97,20,26,Delhi
2025-07-06,E-waste,1286.7,1182.6,118.94,15,17,Surat
2025-07-07,E-waste,2268.3,2153.0,120.04,21,30,Coimbatore
2025-07-08,E-waste,2303.8,2092.3,123.05,21,21,Pune
2025-07-09,E-waste,2174.0,1918.2,119.32,19,23,Bengaluru
2025-07-10,E-waste,2376.4,2231.5,124.74,20,26,Coimbatore
2025-07-11,E-waste,2266.1,2120.7,121.35,20,26,Bengaluru
2025-07-12,E-waste,1872.3,1555.8,115.77,20,18,Mumbai
2025-07-13,E-waste,1234.8,1021.4,114.19,15,15,Chennai
2025-07-14,E-waste,2337.7,2098.2,119.1,20,17,Ahmedabad
2025-07-15,E-waste,2219.8,1806.7,121.01,22,20,Pune
2025-07-16,E-waste,2257.8,1943.3,122.6,23,31,Kolkata
2025-07-17,E-waste,2164.9,1823.0,114.41,22,28,Mumbai
2025-07-18,E-waste,2157.9,1621.5,117.95,20,27,Kolkata
2025-07-19,E-waste,1857.3,1692.5,118.37,19,20,Ahmedabad
2025-07-20,E-waste,1240.2,965.4,120.26,15,22,Coimbatore
2025-07-21,E-waste,2162.4,1954.6,122.89,18,19,Hyderabad
2025-07-22,E-waste,2176.1,2002.9,118.9,21,23,Chennai
2025-07-23,E-waste,2274.7,2060.6,120.42,21,23,Hyderabad
2025-07-24,E-waste,2173.1,1870.1,123.38,19,22,Kolkata
2025-07-25,E-waste,2209.4,2071.0,116.69,23,33,Kolkata
2025-07-26,E-waste,1795.2,1623.2,115.34,19,17,Chennai
2025-07-27,E-waste,1121.5,891.1,115.24,11,9,Delhi
2025-07-28,E-waste,2102.0,1865.9,120.8,22,23,Hyderabad
2025-07-29,E-waste,2235.6,1691.6,120.71,23,22,Delhi
2025-07-30,E-waste,2153.2,1950.1,123.16,18,20,Bengaluru
2025-07-31,E-waste,2285.9,1805.4,118.74,21,27,Coimbatore
2025-08-01,E-waste,2277.4,2133.6,119.7,21,31,Pune
2025-08-02,E-waste,1837.4,1585.4,119.39,17,22,Pune
2025-08-03,E-waste,1394.4,1126.8,123.73,14,20,Ahmedabad
2025-08-04,E-waste,2193.4,1856.2,121.91,21,31,Mumbai
2025-08-05,E-waste,2246.6,1702.5,117.94,23,29,Kolkata
2025-08-06,E-waste,2152.5,1850.3,114.31,22,32,Pune
2025-08-07,E-waste,2378.7,2035.5,115.81,22,25,Mumbai
2025-08-08,E-waste,2342.0,2110.6,123.41,21,17,Coimbatore
2025-08-09,E-waste,1775.2,1385.7,125.29,15,20,Chennai
2025-08-10,E-waste,1280.6,1055.2,123.47,13,16,Chennai
2025-08-11,E-waste,2290.9,1904.2,114.17,19,21,Chennai
2025-08-12,E-waste,2176.6,1669.9,121.62,21,31,Chennai
2025-08-13,E-waste,2137.2,1701.6,117.41,20,22,Pune
2025-08-14,E-waste,2250.8,1708.4,114.5,21,22,Mumbai
2025-08-15,E-waste,2189.9,1657.3,121.69,23,21,Ahmedabad
2025-08-16,E-waste,1780.9,1343.9,124.49,19,23,Coimbatore
2025-08-17,E-waste,1184.3,1107.8,118.61,14,19,Surat
2025-08-18,E-waste,2052.2,1638.5,119.25,19,25,Kolkata
2025-08-19,E-waste,2197.8,2063.9,125.04,20,27,Delhi
2025-08-20,E-waste,2247.1,1780.2,116.61,21,24,Bengaluru
2025-08-21,E-waste,2161.6,1752.8,117.9,22,32,Chennai
2025-08-22,E-waste,2285.6,1935.7,120.29,20,19,Chennai
2025-08-23,E-waste,1709.7,1549.8,123.27,16,16,Surat
2025-08-24,E-waste,1164.7,1020.4,122.52,13,17,Surat
2025-08-25,E-waste,2171.2,1643.7,114.49,18,18,Hyderabad
2025-08-26,E-waste,2169.6,1883.9,125.38,22,18,Kolkata
2025-08-27,E-waste,2233.3,2062.6,120.52,22,25,Bengaluru
2025-08-28,E-waste,2117.2,1944.5,115.25,18,23,Delhi
2025-08-29,E-waste,2277.8,1758.2,119.25,23,28,Ahmedabad
2025-08-30,E-waste,1908.3,1511.7,119.97,16,23,Kolkata
2025-08-31,E-waste,1240.0,1170.2,124.65,14,21,Kolkata
2025-09-01,E-waste,2268.9,1748.3,124.72,20,28,Kolkata
2025-09-02,E-waste,2096.2,1695.4,121.23,19,23,Pune
2025-09-03,E-waste,2256.3,1716.9,118.57,21,21,Delhi
2025-09-04,E-waste,2254.6,1864.6,115.84,22,21,Bengaluru
2025-09-05,E-waste,2241.3,2069.2,116.63,19,17,Delhi
2025-09-06,E-waste,1761.2,1530.0,119.43,16,21,Bengaluru
2025-09-07,E-waste,1022.9,928.1,125.33,13,14,Ahmedabad
2025-09-08,E-waste,2130.4,1935.2,121.67,20,23,Pune
2025-09-09,E-waste,2132.4,1615.1,114.72,22,28,Surat
2025-09-10,E-waste,2106.9,1910.4,115.44,19,24,Chennai
2025-09-11,E-waste,2190.5,1975.1,123.29,19,28,Coimbatore
2025-09-12,E-waste,2151.0,1997.8,116.07,18,18,Mumbai
2025-09-13,E-waste,1705.9,1432.2,124.76,17,14,Mumbai
2025-09-14,E-waste,1169.2,938.3,115.26,11,12,Mumbai
2025-09-15,E-waste,2132.8,2012.7,122.19,22,29,Bengaluru
2025-09-16,E-waste,2272.1,1976.5,123.5,23,23,Pune
2025-09-17,E-waste,2140.1,1715.1,121.92,22,30,Chennai
2025-09-18,E-waste,2152.8,1974.2,125.18,21,25,Mumbai
2025-09-19,E-waste,2159.1,1876.2,119.82,21,19,Surat
2025-09-20,E-waste,1802.6,1420.2,120.57,16,18,Surat
2025-09-21,E-waste,1289.9,1068.6,117.9,12,12,Bengaluru
2025-09-22,E-waste,1971.2,1800.4,122.04,17,22,Ahmedabad
2025-09-23,E-waste,2278.5,1837.1,122.11,21,23,Mumbai
2025-09-24,E-waste,2312.0,1735.6,116.04,19,18,Hyderabad
2025-09-25,E-waste,2128.1,1716.3,117.91,20,21,Kolkata
2025-09-26,E-waste,2136.5,1686.7,123.81,21,27,Chennai
2025-09-27,E-waste,1757.1,1390.9,117.07,15,21,Pune
2025-09-28,E-waste,1209.1,990.2,124.11,15,19,Mumbai
2025-09-29,E-waste,2234.9,2091.7,124.45,21,28,Ahmedabad
2025-09-30,E-waste,2075.2,1697.2,118.41,22,25,Coimbatore
2025-10-01,E-waste,2140.5,1823.9,117.29,22,32,Coimbatore
2025-10-02,E-waste,2343.2,1962.9,119.65,21,23,Hyderabad
2025-10-03,E-waste,2161.5,1753.8,122.31,19,24,Hyderabad
2025-10-04,E-waste,1902.3,1612.7,125.24,17,15,Ahmedabad
2025-10-05,E-waste,1305.7,1020.6,116.97,12,17,Bengaluru
2025-10-06,E-waste,2106.5,1769.0,124.99,21,23,Delhi
2025-10-07,E-waste,2293.8,2125.0,118.03,23,31,Chennai
2025-10-08,E-waste,2241.4,1941.3,124.13,22,26,Ahmedabad
2025-10-09,E-waste,2220.2,1949.4,119.49,21,25,Bengaluru
2025-10-10,E-waste,2277.0,2152.1,117.47,23,28,Chennai
2025-10-11,E-waste,1867.6,1475.9,119.87,19,17,Delhi
2025-10-12,E-waste,1348.8,1121.9,117.13,16,24,Coimbatore
2025-10-13,E-waste,2360.5,2199.9,117.96,23,29,Ahmedabad
2025-10-14,E-waste,2307.5,2028.8,116.51,20,16,Chennai
2025-10-15,E-waste,2178.6,1806.9,124.82,19,27,Ahmedabad
2025-10-16,E-waste,2251.3,1891.2,114.18,20,20,Hyderabad
2025-10-17,E-waste,2512.6,2163.1,120.41,22,21,Pune
2025-10-18,E-waste,1913.9,1739.9,121.98,16,19,Chennai
2025-10-19,E-waste,1493.4,1238.9,117.35,13,12,Delhi
2025-10-20,E-waste,2412.6,1874.7,114.7,20,28,Hyderabad
2025-10-21,E-waste,2331.7,1982.3,124.04,24,30,Pune
2025-10-22,E-waste,2341.9,2203.7,114.86,22,22,Hyderabad
2025-10-23,E-waste,2322.4,2003.5,120.53,20,21,Hyderabad
2025-10-24,E-waste,2200.7,1765.0,115.04,21,25,Chennai
2025-10-25,E-waste,1893.3,1428.1,118.53,19,15,Delhi
2025-10-26,E-waste,1429.8,1314.3,116.83,15,16,Mumbai
2025-10-27,E-waste,2304.6,1911.5,125.41,22,32,Bengaluru
2025-10-28,E-waste,2386.9,2176.7,117.73,23,27,Surat
2025-10-29,E-waste,2426.5,1883.9,125.2,22,19,Kolkata
2025-10-30,E-waste,2301.0,2182.8,115.76,22,32,Chennai
2025-10-31,E-waste,2342.2,2198.3,123.32,22,18,Delhi
2025-11-01,E-waste,1852.7,1436.0,114.72,18,15,Pune
2025-11-02,E-waste,1304.0,1204.0,124.13,15,17,Coimbatore
2025-11-03,E-waste,2300.4,1906.9,122.51,23,19,Surat
2025-11-04,E-waste,2336.7,2219.3,119.73,22,20,Delhi
2025-11-05,E-waste,2518.0,2155.9,119.02,23,19,Kolkata
2025-11-06,E-waste,2350.4,1863.6,120.63,23,27,Bengaluru
2025-11-07,E-waste,2436.1,1882.5,114.5,21,24,Hyderabad
2025-11-08,E-waste,1932.9,1470.5,122.23,19,16,Mumbai
2025-11-09,E-waste,1483.9,1336.8,120.94,14,17,Surat
2025-11-10,E-waste,2548.3,2366.7,115.86,21,22,Delhi
2025-11-11,E-waste,2522.7,1981.4,123.55,24,19,Bengaluru
2025-11-12,E-waste,2489.0,2357.1,125.23,24,24,Pune
2025-11-13,E-waste,2456.9,2281.4,119.39,25,33,Kolkata
2025-11-14,E-waste,2393.2,2089.8,114.76,21,24,Kolkata
2025-11-15,E-waste,2162.3,1672.4,117.96,19,17,Hyderabad
2025-11-16,E-waste,1371.3,1075.9,120.9,13,19,Pune
2025-11-17,E-waste,2557.9,2049.3,115.35,25,32,Hyderabad
2025-11-18,E-waste,2596.3,2233.2,125.41,24,27,Pune
2025-11-19,E-waste,2484.0,2007.9,121.69,25,29,Mumbai
2025-11-20,E-waste,2612.4,2147.9,117.22,26,22,Ahmedabad
2025-11-21,E-waste,2600.9,2374.1,123.97,26,24,Mumbai
2025-11-22,E-waste,2196.1,1978.0,116.6,22,33,Kolkata
2025-11-23,E-waste,1428.7,1140.7,124.11,14,21,Pune
2025-11-24,E-waste,2474.7,2176.9,117.36,23,27,Kolkata
2025-11-25,E-waste,2542.6,2157.6,114.46,24,32,Coimbatore
2025-11-26,E-waste,2605.7,2275.9,114.65,23,20,Bengaluru
2025-11-27,E-waste,2604.0,2002.5,124.55,23,31,Surat
2025-11-28,E-waste,2579.7,2299.3,114.03,23,22,Chennai
2025-11-29,E-waste,1976.9,1801.4,118.5,20,24,Mumbai
2025-11-30,E-waste,1537.4,1158.7,114.59,15,16,Chennai
2025-12-01,E-waste,2786.6,2584.1,122.13,24,25,Coimbatore
2025-12-02,E-waste,2683.5,2468.4,119.22,23,31,Delhi
2025-12-03,E-waste,2704.4,2057.8,120.8,23,34,Mumbai
2025-12-04,E-waste,2711.7,2104.5,118.64,24,23,Delhi
2025-12-05,E-waste,2708.8,2082.8,114.63,27,40,Hyderabad
2025-12-06,E-waste,2246.9,1732.5,114.77,19,24,Chennai
2025-12-07,E-waste,1572.3,1368.6,120.98,16,18,Mumbai
2025-12-08,E-waste,2686.6,2039.8,123.15,26,33,Surat
2025-12-09,E-waste,2660.8,2188.2,120.65,26,37,Coimbatore
2025-12-10,E-waste,2712.4,2037.4,123.96,25,27,Ahmedabad
2025-12-11,E-waste,2765.2,2515.2,116.79,25,23,Delhi
2025-12-12,E-waste,2728.7,2591.0,118.38,25,22,Delhi
2025-12-13,E-waste,2260.4,1803.2,116.19,19,18,Coimbatore
2025-12-14,E-waste,1618.0,1262.1,116.23,18,24,Delhi
2025-12-15,E-waste,2847.2,2408.1,115.17,27,29,Delhi
2025-12-16,E-waste,2891.8,2181.4,117.54,25,37,Pune
2025-12-17,E-waste,2812.4,2606.3,119.28,25,21,Mumbai
2025-12-18,E-waste,2719.5,2355.1,118.41,23,26,Hyderabad
2025-12-19,E-waste,2802.8,2186.8,122.56,27,39,Ahmedabad
2025-12-20,E-waste,2302.1,2046.2,122.13,21,19,Chennai
2025-12-21,E-waste,1491.4,1212.8,119.58,17,21,Kolkata
2025-12-22,E-waste,2966.2,2577.5,122.57,28,38,Kolkata
2025-12-23,E-waste,2884.0,2660.1,115.18,24,25,Chennai
2025-12-24,E-waste,2913.1,2239.4,117.1,26,23,Mumbai
2025-12-25,E-waste,2998.3,2669.5,120.01,27,38,Delhi
2025-12-26,E-waste,2859.9,2396.4,114.89,25,28,Ahmedabad
2025-12-27,E-waste,2405.7,2235.2,124.62,22,19,Coimbatore
2025-12-28,E-waste,1666.0,1476.9,118.83,16,16,Pune
2025-12-29,E-waste,2927.5,2578.9,120.51,27,36,Coimbatore
2025-12-30,E-waste,2894.9,2282.4,114.09,24,30,Chennai
2025-12-31,E-waste,3089.1,2893.3,118.84,26,29,Delhi
2025-01-01,Cardboard,9305.4,8189.2,13.35,13,17,Ahmedabad
2025-01-02,Cardboard,9816.3,7780.8,13.61,14,18,Kolkata
2025-01-03,Cardboard,8685.0,7610.6,14.21,16,15,Hyderabad
2025-01-04,Cardboard,8266.7,7795.2,13.96,15,16,Delhi
2025-01-05,Cardboard,5949.5,4770.9,13.34,13,11,Pune
2025-01-06,Cardboard,9654.0,7801.9,13.48,17,22,Ahmedabad
2025-01-07,Cardboard,9535.1,8205.8,14.64,16,14,Delhi
2025-01-08,Cardboard,9844.3,9096.3,13.59,15,15,Chennai
2025-01-09,Cardboard,10721.3,9834.0,13.65,18,18,Mumbai
2025-01-10,Cardboard,8924.8,7869.7,14.62,14,14,Kolkata
2025-01-11,Cardboard,8240.9,6421.1,13.62,12,15,Mumbai
2025-01-12,Cardboard,5173.8,4011.0,13.4,8,9,Kolkata
2025-01-13,Cardboard,9789.8,7854.8,13.38,18,25,Surat
2025-01-14,Cardboard,9713.9,8857.0,13.44,16,20,Hyderabad
2025-01-15,Cardboard,9659.3,7783.6,14.27,17,17,Chennai
2025-01-16,Cardboard,9873.8,9075.0,13.99,17,17,Hyderabad
2025-01-17,Cardboard,9394.6,8476.3,13.63,17,23,Mumbai
2025-01-18,Cardboard,8502.7,7364.2,13.74,15,12,Pune
2025-01-19,Cardboard,4882.6,4292.4,13.7,8,10,Hyderabad
2025-01-20,Cardboard,10226.4,8643.0,14.7,15,22,Mumbai
2025-01-21,Cardboard,9862.5,8660.8,14.34,15,19,Coimbatore
2025-01-22,Cardboard,9508.3,8931.1,14.06,14,17,Kolkata
2025-01-23,Cardboard,10151.9,8483.4,14.47,17,19,Delhi
2025-01-24,Cardboard,9385.7,7139.7,14.08,18,17,Coimbatore
2025-01-25,Cardboard,8203.5,6602.7,14.27,14,17,Mumbai
2025-01-26,Cardboard,5152.2,4522.3,13.98,11,11,Mumbai
2025-01-27,Cardboard,10369.4,9233.2,13.82,19,21,Delhi
2025-01-28,Cardboard,9770.7,8811.3,13.97,14,18,Kolkata
2025-01-29,Cardboard,10008.4,9051.1,13.52,16,22,Chennai
2025-01-30,Cardboard,10368.1,9156.6,14.48,18,24,Pune
2025-01-31,Cardboard,9912.4,7531.0,14.68,18,17,Coimbatore
2025-02-01,Cardboard,8299.2,6361.5,14.35,16,16,Delhi
2025-02-02,Cardboard,5209.0,4487.0,14.28,10,13,Surat
2025-02-03,Cardboard,10615.5,8722.7,14.09,17,22,Pune
2025-02-04,Cardboard,11149.2,8434.4,13.79,20,18,Chennai
2025-02-05,Cardboard,11634.7,9960.8,13.93,18,19,Kolkata
2025-02-06,Cardboard,10442.2,7935.3,14.62,19,23,Bengaluru
2025-02-07,Cardboard,10778.5,8704.8,13.9,15,13,Pune
2025-02-08,Cardboard,7655.2,7060.9,13.35,14,13,Ahmedabad
2025-02-09,Cardboard,6658.2,5676.5,14.55,14,11,Kolkata
2025-02-10,Cardboard,10839.7,10291.0,14.34,15,16,Hyderabad
2025-02-11,Cardboard,10294.3,7904.0,13.47,15,17,Surat
2025-02-12,Cardboard,11090.3,9054.6,13.5,20,18,Bengaluru
2025-02-13,Cardboard,10440.1,8267.9,14.64,16,16,Ahmedabad
2025-02-14,Cardboard,10369.4,8810.6,13.78,16,19,Pune
2025-02-15,Cardboard,8791.7,8251.7,14.55,13,14,Ahmedabad
2025-02-16,Cardboard,5588.0,4972.5,14.64,10,9,Mumbai
2025-02-17,Cardboard,11096.1,10077.8,14.0,19,18,Hyderabad
2025-02-18,Cardboard,10180.8,8278.1,13.99,18,25,Bengaluru
2025-02-19,Cardboard,10202.8,9505.3,13.44,17,22,Coimbatore
2025-02-20,Cardboard,10285.0,8966.9,13.56,18,22,Ahmedabad
2025-02-21,Cardboard,11054.9,8868.0,13.82,20,22,Surat
2025-02-22,Cardboard,8409.9,7499.8,13.7,14,12,Pune
2025-02-23,Cardboard,5536.0,5255.2,13.49,10,10,Coimbatore
2025-02-24,Cardboard,10494.8,9683.6,14.1,17,22,Kolkata
2025-02-25,Cardboard,10770.3,9136.9,14.15,19,18,Mumbai
2025-02-26,Cardboard,10270.4,9081.9,13.55,16,18,Pune
2025-02-27,Cardboard,10300.3,8660.1,13.61,15,16,Chennai
2025-02-28,Cardboard,11785.0,9139.6,13.51,18,18,Chennai
2025-03-01,Cardboard,8396.8,7405.5,14.19,13,16,Coimbatore
2025-03-02,Cardboard,6064.1,4677.7,13.97,10,11,Coimbatore
2025-03-03,Cardboard,10716.6,8419.2,13.66,19,19,Kolkata
2025-03-04,Cardboard,10707.1,9812.6,14.44,15,14,Bengaluru
2025-03-05,Cardboard,11190.9,10234.7,13.48,17,24,Coimbatore
2025-03-06,Cardboard,11352.1,9780.3,14.4,20,27,Ahmedabad
2025-03-07,Cardboard,10801.6,8229.2,14.38,19,19,Surat
2025-03-08,Cardboard,8310.0,7613.6,13.45,15,12,Kolkata
2025-03-09,Cardboard,6839.6,6463.3,14.09,13,19,Hyderabad
2025-03-10,Cardboard,10935.4,9250.7,13.54,17,25,Chennai
2025-03-11,Cardboard,11769.2,9825.5,14.62,21,20,Delhi
2025-03-12,Cardboard,9991.9,8791.9,14.02,18,27,Surat
2025-03-13,Cardboard,11101.8,8790.7,13.39,16,20,Chennai
2025-03-14,Cardboard,11888.3,11116.5,14.48,19,19,Surat
2025-03-15,Cardboard,8774.6,7536.4,14.4,14,16,Hyderabad
2025-03-16,Cardboard,6210.4,5209.6,13.69,12,17,Hyderabad
2025-03-17,Cardboard,11188.6,9608.2,13.43,17,19,Mumbai
2025-03-18,Cardboard,10813.6,9353.5,13.85,17,24,Pune
2025-03-19,Cardboard,10933.7,8875.1,13.92,19,27,Coimbatore
2025-03-20,Cardboard,10930.7,8231.9,14.58,18,18,Kolkata
2025-03-21,Cardboard,10808.5,9227.8,14.5,17,20,Chennai
2025-03-22,Cardboard,9537.6,8425.8,14.39,14,18,Bengaluru
2025-03-23,Cardboard,6553.7,5655.4,14.34,14,21,Coimbatore
2025-03-24,Cardboard,11225.6,10228.7,13.49,20,20,Ahmedabad
2025-03-25,Cardboard,11483.2,9971.0,14.07,17,25,Kolkata
2025-03-26,Cardboard,11006.5,9325.4,13.8,19,16,Pune
2025-03-27,Cardboard,10782.7,9006.1,13.71,17,24,Hyderabad
2025-03-28,Cardboard,10865.1,8619.0,13.35,15,16,Delhi
2025-03-29,Cardboard,9019.7,7993.4,13.99,16,15,Hyderabad
2025-03-30,Cardboard,5892.2,4525.9,14.1,9,12,Chennai
2025-03-31,Cardboard,10924.2,10375.6,14.68,20,21,Hyderabad
2025-04-01,Cardboard,10920.6,8246.3,13.64,17,22,Hyderabad
2025-04-02,Cardboard,12111.9,9703.2,13.38,20,23,Chennai
2025-04-03,Cardboard,9910.3,9360.3,13.31,15,17,Hyderabad
2025-04-04,Cardboard,11079.9,8370.8,13.44,20,24,Coimbatore
2025-04-05,Cardboard,9812.9,9118.5,13.7,16,19,Coimbatore
2025-04-06,Cardboard,6434.2,5439.2,14.43,13,12,Mumbai
2025-04-07,Cardboard,11503.8,9660.4,14.27,17,17,Kolkata
2025-04-08,Cardboard,11210.1,9013.0,13.97,17,18,Pune
2025-04-09,Cardboard,10864.9,8280.4,13.89,17,24,Surat
2025-04-10,Cardboard,10156.0,8958.8,13.33,16,17,Ahmedabad
2025-04-11,Cardboard,11256.5,9847.8,13.47,16,22,Bengaluru
2025-04-12,Cardboard,8687.5,8090.7,14.35,13,16,Ahmedabad
2025-04-13,Cardboard,6017.6,5173.6,14.23,13,11,Hyderabad
2025-04-14,Cardboard,10934.5,8887.1,14.67,18,15,Kolkata
2025-04-15,Cardboard,11941.7,9192.0,14.15,20,24,Mumbai
2025-04-16,Cardboard,12235.7,9856.3,13.91,20,30,Kolkata
2025-04-17,Cardboard,11247.9,10190.1,14.45,19,19,Bengaluru
2025-04-18,Cardboard,10937.2,8276.4,13.74,16,23,Pune
2025-04-19,Cardboard,8490.1,7902.9,14.66,14,20,Pune
2025-04-20,Cardboard,6575.2,5483.5,14.42,12,10,Bengaluru
2025-04-21,Cardboard,11934.8,9066.9,14.32,20,27,Surat
2025-04-22,Cardboard,11015.7,9884.0,14.25,16,23,Coimbatore
2025-04-23,Cardboard,10050.6,7681.8,14.54,14,14,Coimbatore
2025-04-24,Cardboard,11416.4,9359.4,14.18,16,17,Ahmedabad
2025-04-25,Cardboard,11551.6,8707.8,13.4,18,24,Mumbai
2025-04-26,Cardboard,8273.0,7782.3,13.8,16,16,Coimbatore
2025-04-27,Cardboard,6418.6,4831.3,14.55,10,8,Delhi
2025-04-28,Cardboard,11288.8,9042.0,13.8,20,22,Kolkata
2025-04-29,Cardboard,11044.6,10032.8,13.71,20,27,Pune
2025-04-30,Cardboard,10712.9,8399.8,13.87,17,25,Kolkata
2025-05-01,Cardboard,11516.9,9975.9,13.5,18,19,Bengaluru
2025-05-02,Cardboard,10868.8,8839.1,13.89,15,22,Kolkata
2025-05-03,Cardboard,8269.2,6267.3,13.96,14,18,Chennai
2025-05-04,Cardboard,5380.7,5098.5,13.46,8,11,Delhi
2025-05-05,Cardboard,11587.0,9508.1,14.25,18,15,Chennai
2025-05-06,Cardboard,11286.2,9295.6,13.76,16,16,Chennai
2025-05-07,Cardboard,11036.9,9024.2,13.33,16,21,Mumbai
2025-05-08,Cardboard,10787.5,8244.1,13.91,17,19,Ahmedabad
2025-05-09,Cardboard,10735.6,9891.3,14.66,18,25,Chennai
2025-05-10,Cardboard,8389.3,7342.1,14.27,13,17,Bengaluru
2025-05-11,Cardboard,6062.1,5396.0,13.47,12,13,Coimbatore
2025-05-12,Cardboard,9981.3,7809.7,13.73,17,15,Kolkata
2025-05-13,Cardboard,10590.7,8481.0,13.71,18,22,Mumbai
2025-05-14,Cardboard,10768.2,8863.2,14.63,19,23,Bengaluru
2025-05-15,Cardboard,11168.4,8937.6,13.73,20,19,Kolkata
2025-05-16,Cardboard,10861.6,10089.8,13.39,15,21,Hyderabad
2025-05-17,Cardboard,9153.0,8446.3,14.19,15,22,Mumbai
2025-05-18,Cardboard,6806.9,6149.9,14.61,14,19,Bengaluru
2025-05-19,Cardboard,11310.5,10249.9,13.94,18,27,Chennai
2025-05-20,Cardboard,11030.3,9855.8,13.67,18,27,Surat
2025-05-21,Cardboard,10807.9,10251.2,13.33,15,18,Mumbai
2025-05-22,Cardboard,10344.9,8554.2,14.49,19,19,Delhi
2025-05-23,Cardboard,11102.6,8847.9,14.66,20,18,Mumbai
2025-05-24,Cardboard,9460.5,8155.6,14.48,18,21,Coimbatore
2025-05-25,Cardboard,6288.6,5526.4,13.97,10,11,Ahmedabad
2025-05-26,Cardboard,11580.9,9654.0,13.66,20,23,Hyderabad
2025-05-27,Cardboard,10014.0,8417.3,13.36,15,15,Bengaluru
2025-05-28,Cardboard,10163.1,8335.0,14.09,19,21,Delhi
2025-05-29,Cardboard,11049.1,8567.0,14.05,19,19,Delhi
2025-05-30,Cardboard,10764.7,9810.4,13.91,18,24,Surat
2025-05-31,Cardboard,9194.1,7045.6,13.47,14,20,Bengaluru
2025-06-01,Cardboard,6054.8,5001.9,13.65,11,13,Surat
2025-06-02,Cardboard,10198.3,8078.3,13.93,19,22,Coimbatore
2025-06-03,Cardboard,10473.4,8967.2,13.8,18,18,Chennai
2025-06-04,Cardboard,9860.1,7446.7,13.82,17,22,Hyderabad
2025-06-05,Cardboard,10022.1,9113.1,14.33,17,19,Mumbai
2025-06-06,Cardboard,10947.5,10084.2,14.4,19,28,Chennai
2025-06-07,Cardboard,8884.4,7146.1,13.8,16,22,Ahmedabad
2025-06-08,Cardboard,6145.8,5770.5,13.38,11,16,Coimbatore
2025-06-09,Cardboard,9674.1,8604.6,13.8,16,16,Mumbai
2025-06-10,Cardboard,10266.5,7773.3,14.46,19,24,Kolkata
2025-06-11,Cardboard,9855.5,8023.8,14.44,15,16,Hyderabad
2025-06-12,Cardboard,10915.1,9257.3,14.63,18,26,Kolkata
2025-06-13,Cardboard,10101.6,8119.8,13.77,16,21,Ahmedabad
2025-06-14,Cardboard,7884.2,6528.7,14.47,15,14,Pune
2025-06-15,Cardboard,5911.3,5249.1,14.66,9,12,Pune
2025-06-16,Cardboard,10011.4,7561.4,14.09,16,23,Coimbatore
2025-06-17,Cardboard,10945.3,9710.3,13.52,19,17,Bengaluru
2025-06-18,Cardboard,9924.9,8386.1,14.1,18,25,Ahmedabad
2025-06-19,Cardboard,9603.8,7318.5,14.3,18,27,Bengaluru
2025-06-20,Cardboard,9242.5,8291.2,14.2,16,22,Coimbatore
2025-06-21,Cardboard,8234.3,6562.3,14.6,16,19,Bengaluru
2025-06-22,Cardboard,5556.6,5031.9,13.91,10,10,Bengaluru
2025-06-23,Cardboard,9501.0,8344.6,14.38,16,15,Pune
2025-06-24,Cardboard,10656.6,8090.9,14.64,19,26,Chennai
2025-06-25,Cardboard,10399.1,8698.5,13.61,18,25,Ahmedabad
2025-06-26,Cardboard,10063.4,8917.7,13.66,16,18,Delhi
2025-06-27,Cardboard,10667.3,10120.6,14.09,15,18,Delhi
2025-06-28,Cardboard,8418.1,6638.6,14.25,16,17,Ahmedabad
2025-06-29,Cardboard,5348.4,4870.1,13.78,9,9,Chennai
2025-06-30,Cardboard,9517.1,7876.7,13.4,17,21,Kolkata
2025-07-01,Cardboard,10329.9,7875.5,14.17,16,15,Ahmedabad
2025-07-02,Cardboard,10117.3,8943.5,13.33,14,13,Mumbai
2025-07-03,Cardboard,9992.3,9142.6,14.11,15,14,Ahmedabad
2025-07-04,Cardboard,9512.1,7704.1,13.55,17,20,Bengaluru
2025-07-05,Cardboard,8263.6,7450.3,13.69,14,12,Coimbatore
2025-07-06,Cardboard,5287.0,4060.7,13.83,12,15,Surat
2025-07-07,Cardboard,9778.3,8532.9,13.47,15,18,Mumbai
2025-07-08,Cardboard,10452.5,8718.5,13.67,16,14,Chennai
2025-07-09,Cardboard,9481.1,8139.3,14.07,18,26,Mumbai
2025-07-10,Cardboard,9047.8,7572.4,13.8,15,13,Chennai
2025-07-11,Cardboard,9259.3,8154.7,13.34,14,19,Surat
2025-07-12,Cardboard,8308.1,7583.0,14.35,12,18,Surat
